"Date Time,""p (mbar)"",""T (degC)"",""Tpot (K)"",""Tdew (degC)"",""rh (%)"",""VPmax (mbar)"",""VPact (mbar)"",""VPdef (mbar)"",""sh (g/kg)"",""H2OC (mmol/mol)"",""rho (g/m**3)"",""wv (m/s)"",""max. wv (m/s)"",""wd (deg)"""
18.01.2009 00:50:00,988.09,1.90,276.00,-0.04,86.90,7.01,6.09,0.92,3.84,6.16,1248.50,1.63,3.13,221.30
18.01.2009 01:00:00,988.04,1.84,275.94,-0.15,86.60,6.98,6.04,0.93,3.81,6.11,1248.75,1.02,2.00,236.80
18.01.2009 01:10:00,987.92,1.82,275.94,-0.17,86.60,6.97,6.03,0.93,3.81,6.11,1248.67,0.68,1.50,198.50
18.01.2009 01:20:00,988.01,1.82,275.93,-0.12,86.90,6.97,6.06,0.91,3.82,6.13,1248.76,0.19,0.75,152.00
18.01.2009 01:30:00,987.85,1.79,275.91,-0.17,86.80,6.95,6.03,0.92,3.81,6.11,1248.74,1.13,1.75,182.40
18.01.2009 01:40:00,987.64,1.47,275.60,-0.36,87.60,6.79,5.95,0.84,3.76,6.02,1249.96,1.50,2.13,203.20
18.01.2009 01:50:00,987.76,1.43,275.56,-0.24,88.60,6.78,6.00,0.77,3.79,6.08,1250.24,1.50,2.00,214.20
18.01.2009 02:00:00,987.77,1.65,275.78,-0.13,87.90,6.88,6.05,0.83,3.82,6.13,1249.23,1.58,2.00,216.60
18.01.2009 02:10:00,987.63,1.74,275.88,-0.15,87.20,6.93,6.04,0.89,3.81,6.12,1248.67,1.31,2.00,200.30
18.01.2009 02:20:00,987.35,1.49,275.65,-0.37,87.40,6.80,5.95,0.86,3.75,6.02,1249.49,1.47,2.38,206.60
18.01.2009 02:30:00,987.24,1.29,275.46,-0.35,88.80,6.71,5.95,0.75,3.76,6.03,1250.27,1.87,3.50,174.50
18.01.2009 02:40:00,987.16,1.35,275.53,-0.19,89.40,6.74,6.02,0.71,3.80,6.10,1249.83,1.72,2.63,139.80
18.01.2009 02:50:00,987.14,1.39,275.57,-0.20,89.10,6.76,6.02,0.74,3.80,6.10,1249.62,1.02,2.13,172.70
18.01.2009 03:00:00,986.99,1.30,275.49,-0.29,89.10,6.71,5.98,0.73,3.78,6.06,1249.88,0.83,1.25,192.10
18.01.2009 03:10:00,986.93,1.20,275.39,-0.32,89.60,6.66,5.97,0.69,3.77,6.05,1250.28,1.23,2.13,221.10
18.01.2009 03:20:00,986.86,1.32,275.52,-0.21,89.50,6.72,6.02,0.71,3.80,6.10,1249.59,1.84,2.63,217.30
18.01.2009 03:30:00,986.67,1.40,275.62,-0.23,88.80,6.76,6.00,0.76,3.79,6.09,1248.99,2.31,3.13,207.60
18.01.2009 03:40:00,986.41,1.36,275.60,-0.38,88.10,6.74,5.94,0.80,3.75,6.02,1248.88,1.80,2.75,204.10
18.01.2009 03:50:00,986.28,1.13,275.38,-0.55,88.50,6.63,5.87,0.76,3.71,5.95,1249.78,1.26,2.50,198.80
18.01.2009 04:00:00,986.03,0.98,275.24,-0.58,89.30,6.56,5.86,0.70,3.70,5.94,1250.18,1.75,2.75,193.80
18.01.2009 04:10:00,985.64,0.80,275.09,-0.68,89.80,6.47,5.81,0.66,3.68,5.90,1250.54,1.78,2.63,203.20
18.01.2009 04:20:00,985.39,0.63,274.95,-0.71,90.70,6.39,5.80,0.59,3.67,5.89,1250.98,2.39,3.13,207.20
18.01.2009 04:30:00,985.19,0.66,274.99,-0.64,91.00,6.41,5.83,0.58,3.69,5.92,1250.60,1.84,2.75,185.70
18.01.2009 04:40:00,984.98,0.58,274.93,-0.77,90.60,6.37,5.77,0.60,3.65,5.86,1250.71,1.98,2.88,185.50
18.01.2009 04:50:00,984.85,0.38,274.74,-0.89,91.10,6.28,5.72,0.56,3.62,5.81,1251.46,1.91,3.00,197.10
18.01.2009 05:00:00,984.72,0.24,274.61,-0.96,91.60,6.22,5.69,0.52,3.60,5.78,1251.96,2.00,3.63,163.50
18.01.2009 05:10:00,984.70,-0.05,274.32,-1.17,92.10,6.09,5.61,0.48,3.55,5.69,1253.31,1.89,2.75,169.70
18.01.2009 05:20:00,984.65,-0.40,273.97,-1.40,92.90,5.93,5.51,0.42,3.49,5.60,1254.91,1.46,2.25,193.80
18.01.2009 05:30:00,984.45,-0.34,274.05,-1.18,94.00,5.96,5.60,0.36,3.55,5.69,1254.31,1.29,2.13,205.00
18.01.2009 05:40:00,984.16,-0.19,274.22,-0.99,94.30,6.02,5.68,0.34,3.60,5.77,1253.25,1.87,2.50,212.90
18.01.2009 05:50:00,984.00,-0.09,274.34,-0.90,94.20,6.07,5.72,0.35,3.62,5.81,1252.53,1.73,2.63,208.30
18.01.2009 06:00:00,983.91,0.04,274.47,-0.80,94.00,6.13,5.76,0.37,3.65,5.85,1251.81,1.80,3.25,192.20
18.01.2009 06:10:00,983.77,0.18,274.63,-0.69,93.80,6.19,5.81,0.38,3.68,5.90,1250.96,1.73,3.38,154.70
18.01.2009 06:20:00,983.77,0.32,274.76,-0.66,93.10,6.25,5.82,0.43,3.69,5.91,1250.35,1.95,3.50,135.40
18.01.2009 06:30:00,983.65,0.16,274.61,-0.89,92.60,6.18,5.72,0.46,3.63,5.82,1250.98,0.93,1.63,147.60
18.01.2009 06:40:00,983.44,0.07,274.54,-0.95,92.80,6.14,5.70,0.44,3.61,5.79,1251.10,1.13,2.75,126.70
18.01.2009 06:50:00,983.09,0.05,274.55,-0.93,93.10,6.13,5.71,0.42,3.62,5.81,1250.75,1.29,2.13,191.10
18.01.2009 07:00:00,982.91,0.14,274.65,-0.82,93.20,6.17,5.75,0.42,3.65,5.85,1250.09,1.94,3.63,201.20
18.01.2009 07:10:00,982.84,0.26,274.78,-0.69,93.30,6.23,5.81,0.42,3.68,5.91,1249.42,2.29,3.00,207.30
18.01.2009 07:20:00,982.70,0.67,275.20,-0.28,93.30,6.41,5.98,0.43,3.80,6.09,1247.30,2.14,3.75,191.00
18.01.2009 07:30:00,982.56,0.99,275.53,-0.16,92.00,6.56,6.04,0.53,3.83,6.14,1245.64,1.40,2.38,190.80
18.01.2009 07:40:00,982.38,1.22,275.78,-0.06,91.10,6.68,6.08,0.59,3.86,6.19,1244.32,1.38,2.13,211.70
18.01.2009 07:50:00,982.11,1.42,276.00,-0.02,90.10,6.77,6.10,0.67,3.87,6.21,1243.08,2.10,2.88,217.40
18.01.2009 08:00:00,981.87,1.56,276.16,0.00,89.30,6.84,6.11,0.73,3.88,6.22,1242.13,2.19,3.13,210.40
18.01.2009 08:10:00,981.65,1.61,276.23,0.01,89.00,6.87,6.11,0.76,3.88,6.22,1241.62,2.39,3.25,205.80
18.01.2009 08:20:00,981.51,1.58,276.21,-0.03,89.00,6.85,6.09,0.75,3.87,6.21,1241.60,2.53,3.63,201.40
18.01.2009 08:30:00,981.28,1.53,276.18,-0.05,89.20,6.82,6.09,0.74,3.87,6.20,1241.54,2.46,3.38,200.00
18.01.2009 08:40:00,981.08,1.62,276.29,0.11,89.60,6.87,6.15,0.71,3.91,6.27,1240.84,2.62,3.88,197.60
18.01.2009 08:50:00,980.94,1.77,276.45,0.15,88.90,6.94,6.17,0.77,3.92,6.29,1239.97,3.19,4.00,197.30
18.01.2009 09:00:00,980.84,1.84,276.52,0.15,88.50,6.98,6.17,0.80,3.92,6.29,1239.56,2.53,3.50,192.30
18.01.2009 09:10:00,980.78,2.09,276.78,0.35,88.20,7.10,6.27,0.84,3.98,6.39,1238.29,2.15,3.13,189.60
18.01.2009 09:20:00,980.64,2.38,277.08,0.38,86.60,7.25,6.28,0.97,3.99,6.40,1236.81,2.11,2.88,187.70
18.01.2009 09:30:00,980.52,2.50,277.21,0.37,85.80,7.31,6.28,1.04,3.99,6.40,1236.13,1.68,2.50,186.40
18.01.2009 09:40:00,980.42,2.66,277.38,0.43,85.20,7.40,6.30,1.09,4.01,6.43,1235.28,1.45,2.50,198.20
18.01.2009 09:50:00,980.17,2.82,277.57,0.48,84.50,7.48,6.32,1.16,4.02,6.45,1234.21,1.73,2.50,185.70
18.01.2009 10:00:00,979.91,2.82,277.59,0.43,84.20,7.49,6.30,1.18,4.01,6.43,1233.89,1.93,2.75,198.40
18.01.2009 10:10:00,979.69,2.77,277.55,0.39,84.30,7.46,6.29,1.17,4.00,6.42,1233.87,2.23,3.00,200.70
18.01.2009 10:20:00,979.41,2.82,277.62,0.43,84.20,7.48,6.30,1.18,4.01,6.43,1233.28,2.63,3.75,197.00
18.01.2009 10:30:00,979.18,2.83,277.66,0.41,84.00,7.49,6.29,1.20,4.01,6.43,1232.94,3.21,4.38,189.80
18.01.2009 10:40:00,978.96,2.94,277.78,0.44,83.60,7.55,6.31,1.24,4.02,6.44,1232.18,2.68,4.00,183.70
18.01.2009 10:50:00,978.73,3.41,278.27,0.62,81.90,7.80,6.39,1.41,4.07,6.53,1229.76,2.71,4.13,183.20
18.01.2009 11:00:00,978.40,3.60,278.50,0.54,80.30,7.91,6.35,1.56,4.05,6.49,1228.49,2.95,4.50,190.50
18.01.2009 11:10:00,978.24,3.73,278.64,0.53,79.50,7.99,6.35,1.64,4.05,6.49,1227.71,1.83,3.00,190.60
18.01.2009 11:20:00,977.98,4.07,279.01,0.58,77.90,8.18,6.37,1.81,4.06,6.52,1225.86,1.78,3.63,192.30
18.01.2009 11:30:00,977.66,4.47,279.43,0.52,75.40,8.41,6.34,2.07,4.05,6.49,1223.72,3.85,5.50,190.30
18.01.2009 11:40:00,977.43,4.82,279.80,0.46,73.30,8.62,6.32,2.30,4.03,6.46,1221.92,4.17,5.25,185.70
18.01.2009 11:50:00,977.29,4.87,279.86,0.42,72.80,8.65,6.30,2.35,4.02,6.44,1221.52,4.18,6.00,183.60
18.01.2009 12:00:00,976.92,5.05,280.08,0.31,71.30,8.76,6.25,2.51,3.99,6.39,1220.28,5.26,7.13,187.40
18.01.2009 12:10:00,976.63,5.31,280.36,0.09,68.88,8.92,6.15,2.78,3.92,6.29,1218.82,6.28,9.75,192.00
18.01.2009 12:20:00,976.29,5.26,280.34,-0.15,67.98,8.89,6.04,2.85,3.86,6.19,1218.68,6.19,8.63,188.10
18.01.2009 12:30:00,976.07,4.92,280.01,-0.28,68.97,8.68,5.99,2.69,3.82,6.13,1219.93,5.40,7.63,184.50
18.01.2009 12:40:00,975.72,4.83,279.95,-0.39,68.82,8.62,5.93,2.69,3.79,6.08,1219.93,5.54,7.75,183.70
18.01.2009 12:50:00,975.43,4.78,279.92,-0.41,68.99,8.59,5.93,2.66,3.79,6.08,1219.78,4.42,6.25,183.80
18.01.2009 13:00:00,975.48,4.68,279.82,-0.43,69.36,8.54,5.92,2.62,3.78,6.07,1220.26,3.56,5.75,182.70
18.01.2009 13:10:00,975.51,4.70,279.84,-0.40,69.42,8.55,5.93,2.61,3.79,6.08,1220.22,2.82,5.00,191.40
18.01.2009 13:20:00,975.63,4.82,279.94,-0.51,68.29,8.62,5.88,2.73,3.76,6.03,1219.88,5.56,8.88,209.90
18.01.2009 13:30:00,975.68,4.63,279.76,-0.62,68.59,8.51,5.84,2.67,3.73,5.98,1220.76,5.63,8.63,216.70
18.01.2009 13:40:00,975.71,4.39,279.51,-0.75,69.10,8.36,5.78,2.58,3.69,5.92,1221.89,6.98,9.50,218.20
18.01.2009 13:50:00,975.52,4.24,279.37,-0.78,69.69,8.28,5.77,2.51,3.69,5.91,1222.32,6.27,9.38,212.70
18.01.2009 14:00:00,975.05,4.01,279.18,-0.63,71.60,8.14,5.83,2.31,3.73,5.98,1222.72,6.04,9.88,195.30
18.01.2009 14:10:00,974.93,3.85,279.03,-0.52,73.00,8.05,5.88,2.17,3.76,6.03,1223.24,5.87,8.88,190.10
18.01.2009 14:20:00,974.75,3.83,279.03,-0.60,72.70,8.04,5.85,2.20,3.74,6.00,1223.11,6.23,10.75,190.20
18.01.2009 14:30:00,974.55,3.84,279.05,-0.66,72.30,8.05,5.82,2.23,3.72,5.97,1222.83,5.70,9.13,183.10
18.01.2009 14:40:00,974.32,3.85,279.08,-0.71,72.00,8.05,5.80,2.25,3.71,5.95,1222.53,5.56,9.50,188.30
18.01.2009 14:50:00,974.14,3.80,279.04,-0.76,72.00,8.02,5.78,2.25,3.70,5.93,1222.53,6.12,10.50,191.20
18.01.2009 15:00:00,973.95,3.72,278.98,-0.72,72.60,7.98,5.79,2.19,3.71,5.95,1222.62,6.30,9.13,192.20
18.01.2009 15:10:00,973.87,3.58,278.84,-0.62,73.90,7.90,5.84,2.06,3.74,5.99,1223.15,6.99,10.38,185.70
18.01.2009 15:20:00,973.74,3.43,278.70,-0.57,75.00,7.81,5.86,1.95,3.75,6.02,1223.63,5.88,7.38,192.50
18.01.2009 15:30:00,973.62,3.28,278.57,-0.43,76.50,7.74,5.92,1.82,3.79,6.08,1224.09,5.60,8.50,172.10
18.01.2009 15:40:00,973.47,3.12,278.41,-0.33,78.00,7.65,5.96,1.68,3.82,6.13,1224.60,4.56,7.25,180.50
18.01.2009 15:50:00,973.37,3.01,278.31,-0.25,79.10,7.58,6.00,1.59,3.84,6.16,1224.97,4.13,5.38,179.60
18.01.2009 16:00:00,973.17,2.95,278.26,-0.18,79.80,7.55,6.03,1.53,3.86,6.19,1224.96,4.79,6.75,186.10
18.01.2009 16:10:00,973.06,2.89,278.21,-0.14,80.40,7.52,6.05,1.47,3.87,6.21,1225.07,4.10,6.00,176.10
18.01.2009 16:20:00,973.02,2.87,278.20,-0.07,80.90,7.51,6.08,1.43,3.89,6.24,1225.10,3.72,6.00,172.60
18.01.2009 16:30:00,972.95,2.88,278.21,-0.01,81.20,7.51,6.10,1.41,3.91,6.27,1224.96,3.45,5.25,170.20
18.01.2009 16:40:00,972.91,2.93,278.27,0.04,81.20,7.54,6.12,1.42,3.92,6.29,1224.67,2.95,6.00,170.70
18.01.2009 16:50:00,972.86,2.88,278.22,0.06,81.60,7.52,6.13,1.38,3.93,6.30,1224.82,2.51,3.75,160.10
18.01.2009 17:00:00,972.79,2.82,278.16,0.11,82.30,7.48,6.16,1.32,3.95,6.33,1225.00,2.23,4.13,167.10
18.01.2009 17:10:00,972.62,2.83,278.19,0.17,82.60,7.49,6.19,1.30,3.97,6.36,1224.72,3.41,5.88,172.30
18.01.2009 17:20:00,972.50,2.93,278.30,0.21,82.20,7.54,6.20,1.34,3.98,6.38,1224.10,3.49,4.50,180.00
18.01.2009 17:30:00,972.48,3.05,278.42,0.22,81.60,7.61,6.21,1.40,3.98,6.38,1223.56,2.59,4.38,175.60
18.01.2009 17:40:00,972.53,3.13,278.50,0.24,81.20,7.65,6.21,1.44,3.98,6.39,1223.24,2.41,3.38,161.80
18.01.2009 17:50:00,972.47,3.17,278.54,0.23,81.00,7.67,6.21,1.46,3.98,6.39,1223.02,2.31,3.38,163.90
18.01.2009 18:00:00,972.46,3.07,278.44,0.21,81.40,7.62,6.20,1.42,3.98,6.38,1223.46,2.57,3.75,164.60
18.01.2009 18:10:00,972.33,2.96,278.34,0.18,81.90,7.56,6.19,1.37,3.97,6.36,1223.79,3.11,4.50,172.10
18.01.2009 18:20:00,972.45,2.90,278.28,0.14,82.00,7.53,6.17,1.35,3.96,6.35,1224.19,2.88,4.13,188.80
18.01.2009 18:30:00,972.50,3.16,278.53,0.26,81.20,7.67,6.23,1.44,3.99,6.40,1223.09,4.03,6.13,199.50
18.01.2009 18:40:00,972.48,3.37,278.74,0.28,80.10,7.78,6.23,1.55,4.00,6.41,1222.12,3.70,5.88,192.50
18.01.2009 18:50:00,972.65,3.53,278.89,0.36,79.70,7.87,6.27,1.60,4.02,6.45,1221.62,4.53,7.25,199.70
18.01.2009 19:00:00,972.77,3.63,278.99,0.43,79.50,7.93,6.30,1.63,4.04,6.48,1221.30,5.12,7.38,205.90
18.01.2009 19:10:00,972.77,3.65,279.01,0.47,79.60,7.94,6.32,1.62,4.05,6.50,1221.20,5.28,7.00,209.00
18.01.2009 19:20:00,972.91,3.70,279.04,0.49,79.50,7.96,6.33,1.63,4.06,6.51,1221.18,5.08,7.13,208.20
18.01.2009 19:30:00,973.02,3.70,279.03,0.50,79.50,7.97,6.33,1.63,4.06,6.51,1221.30,5.76,7.38,209.40
18.01.2009 19:40:00,973.14,3.72,279.04,0.48,79.30,7.98,6.32,1.65,4.05,6.50,1221.38,6.62,9.50,210.20
18.01.2009 19:50:00,973.39,3.59,278.89,0.48,80.00,7.91,6.32,1.58,4.05,6.50,1222.25,5.68,8.50,212.50
18.01.2009 20:00:00,973.48,3.47,278.76,0.46,80.60,7.84,6.32,1.52,4.05,6.49,1222.91,5.33,8.00,213.00
18.01.2009 20:10:00,973.50,3.50,278.79,0.44,80.30,7.85,6.31,1.55,4.04,6.48,1222.80,6.15,9.13,210.10
18.01.2009 20:20:00,973.63,3.50,278.78,0.42,80.20,7.85,6.30,1.56,4.03,6.47,1222.96,5.28,7.25,209.30
18.01.2009 20:30:00,973.76,3.50,278.77,0.39,80.00,7.85,6.28,1.57,4.02,6.45,1223.15,5.08,7.13,212.00
18.01.2009 20:40:00,974.06,3.44,278.69,0.35,80.10,7.82,6.27,1.56,4.01,6.43,1223.78,4.81,7.75,214.10
18.01.2009 20:50:00,974.40,3.39,278.61,0.30,80.10,7.79,6.24,1.55,3.99,6.41,1224.46,2.47,5.25,222.20
18.01.2009 21:00:00,974.62,3.30,278.50,0.28,80.50,7.74,6.23,1.51,3.99,6.40,1225.13,1.72,2.75,224.60
18.01.2009 21:10:00,974.83,3.24,278.42,0.24,80.60,7.71,6.22,1.50,3.98,6.38,1225.67,1.67,3.13,217.50
18.01.2009 21:20:00,975.08,3.23,278.40,0.23,80.60,7.71,6.21,1.50,3.97,6.37,1226.01,1.52,3.00,220.20
18.01.2009 21:30:00,975.41,3.24,278.38,0.31,81.00,7.71,6.25,1.47,3.99,6.40,1226.37,1.31,2.88,235.60
18.01.2009 21:40:00,975.66,3.26,278.38,0.48,81.90,7.72,6.33,1.40,4.04,6.48,1226.56,1.07,2.75,233.10
18.01.2009 21:50:00,975.86,3.22,278.32,0.54,82.50,7.70,6.35,1.35,4.06,6.51,1226.97,1.92,3.00,241.00
18.01.2009 22:00:00,976.04,3.17,278.25,0.54,82.80,7.67,6.35,1.32,4.06,6.51,1227.45,1.25,2.38,239.20
18.01.2009 22:10:00,976.20,3.13,278.20,0.55,83.10,7.65,6.36,1.29,4.06,6.51,1227.81,1.32,2.75,229.10
18.01.2009 22:20:00,976.37,3.20,278.26,0.46,82.10,7.69,6.31,1.38,4.03,6.47,1227.72,2.59,6.13,226.30
18.01.2009 22:30:00,976.69,3.19,278.22,0.28,81.10,7.68,6.23,1.45,3.98,6.38,1228.22,1.65,2.75,230.90
18.01.2009 22:40:00,976.89,3.23,278.25,0.22,80.50,7.71,6.20,1.50,3.96,6.35,1228.30,1.29,2.25,233.20
18.01.2009 22:50:00,977.12,3.23,278.23,0.11,79.90,7.71,6.16,1.55,3.93,6.30,1228.61,1.26,3.25,213.50
18.01.2009 23:00:00,977.31,3.23,278.21,-0.01,79.20,7.71,6.10,1.60,3.89,6.25,1228.88,1.82,3.75,220.40
18.01.2009 23:10:00,977.55,3.23,278.19,-0.17,78.30,7.70,6.03,1.67,3.85,6.17,1229.24,3.23,5.38,236.10
18.01.2009 23:20:00,977.75,3.18,278.12,-0.38,77.40,7.68,5.94,1.74,3.79,6.08,1229.75,3.26,5.63,229.60
18.01.2009 23:30:00,977.83,3.04,277.98,-0.60,76.90,7.60,5.85,1.76,3.73,5.98,1230.51,2.46,4.88,238.00
18.01.2009 23:40:00,977.92,2.92,277.85,-0.81,76.40,7.54,5.76,1.78,3.67,5.89,1231.21,2.44,6.63,232.70
18.01.2009 23:50:00,978.07,2.90,277.82,-1.00,75.40,7.53,5.68,1.85,3.62,5.80,1231.52,3.75,5.75,236.60
19.01.2009 00:00:00,978.22,2.89,277.79,-1.18,74.50,7.52,5.60,1.92,3.57,5.73,1231.80,3.58,6.00,230.30
19.01.2009 00:10:00,978.50,2.73,277.61,-1.36,74.30,7.44,5.53,1.91,3.52,5.65,1232.89,1.93,4.50,233.30
19.01.2009 00:20:00,978.56,2.51,277.38,-1.51,74.70,7.32,5.47,1.85,3.48,5.59,1233.99,1.63,3.13,240.30
19.01.2009 00:30:00,978.75,2.41,277.27,-1.64,74.50,7.27,5.41,1.85,3.45,5.53,1234.71,2.26,4.75,238.90
19.01.2009 00:40:00,979.00,2.31,277.15,-1.72,74.60,7.22,5.38,1.83,3.43,5.50,1235.48,2.06,3.75,228.00
19.01.2009 00:50:00,979.13,2.16,276.98,-1.79,75.00,7.14,5.35,1.78,3.41,5.47,1236.35,1.92,3.13,228.60
19.01.2009 01:00:00,979.19,1.96,276.78,-1.89,75.50,7.04,5.31,1.72,3.38,5.43,1237.31,1.97,3.13,232.80
19.01.2009 01:10:00,979.24,1.78,276.59,-2.00,75.90,6.95,5.27,1.67,3.36,5.38,1238.22,0.79,2.38,218.10
19.01.2009 01:20:00,979.40,1.57,276.37,-2.09,76.50,6.85,5.24,1.61,3.33,5.35,1239.36,0.36,1.00,354.60
19.01.2009 01:30:00,979.50,1.53,276.33,-2.09,76.70,6.83,5.24,1.59,3.33,5.35,1239.67,0.36,1.00,46.79
19.01.2009 01:40:00,979.56,1.62,276.41,-2.10,76.20,6.87,5.23,1.63,3.33,5.34,1239.35,0.95,1.75,207.90
19.01.2009 01:50:00,979.58,1.55,276.33,-2.19,76.10,6.83,5.20,1.63,3.31,5.31,1239.73,2.20,2.88,215.70
19.01.2009 02:00:00,979.66,1.17,275.95,-2.29,77.60,6.65,5.16,1.49,3.28,5.27,1241.54,2.74,3.63,233.40
19.01.2009 02:10:00,979.66,1.03,275.81,-2.25,78.60,6.58,5.17,1.41,3.29,5.28,1242.18,3.10,3.88,228.20
19.01.2009 02:20:00,979.87,1.03,275.79,-2.27,78.50,6.58,5.17,1.42,3.29,5.27,1242.45,2.36,3.25,221.40
19.01.2009 02:30:00,979.90,1.08,275.84,-2.25,78.30,6.61,5.17,1.43,3.29,5.28,1242.24,2.79,3.50,216.50
19.01.2009 02:40:00,980.01,1.26,276.01,-2.24,77.40,6.69,5.18,1.51,3.29,5.28,1241.60,2.16,3.00,209.80
19.01.2009 02:50:00,980.02,1.10,275.85,-2.38,77.50,6.61,5.13,1.49,3.26,5.23,1242.35,1.20,1.88,204.40
19.01.2009 03:00:00,979.99,0.89,275.64,-2.42,78.40,6.52,5.11,1.41,3.25,5.21,1243.26,0.93,1.63,204.70
19.01.2009 03:10:00,979.96,0.86,275.61,-2.37,78.90,6.50,5.13,1.37,3.26,5.24,1243.34,0.78,1.38,190.50
19.01.2009 03:20:00,979.96,0.88,275.63,-2.38,78.70,6.51,5.13,1.39,3.26,5.23,1243.26,1.20,1.88,218.50
19.01.2009 03:30:00,979.93,1.15,275.91,-2.34,77.40,6.64,5.14,1.50,3.27,5.25,1241.98,1.89,2.50,218.40
19.01.2009 03:40:00,979.85,1.28,276.04,-2.31,76.90,6.70,5.15,1.55,3.28,5.26,1241.31,1.95,2.88,218.40
19.01.2009 03:50:00,979.64,1.39,276.17,-2.20,76.90,6.76,5.19,1.56,3.31,5.30,1240.52,1.50,1.75,204.40
19.01.2009 04:00:00,979.38,1.27,276.07,-2.20,77.60,6.69,5.20,1.50,3.31,5.30,1240.75,1.24,2.00,207.10
19.01.2009 04:10:00,979.38,1.02,275.82,-2.18,79.10,6.58,5.20,1.37,3.31,5.31,1241.84,0.75,1.63,183.60
19.01.2009 04:20:00,979.50,0.78,275.57,-2.26,80.00,6.46,5.17,1.29,3.29,5.28,1243.11,0.27,0.63,76.70
19.01.2009 04:30:00,979.55,0.67,275.45,-2.10,81.60,6.41,5.23,1.18,3.33,5.34,1243.66,0.75,1.50,148.20
19.01.2009 04:40:00,979.55,0.67,275.45,-2.02,82.10,6.41,5.26,1.15,3.35,5.37,1243.65,1.26,2.63,141.30
19.01.2009 04:50:00,979.55,0.79,275.57,-1.97,81.70,6.47,5.28,1.18,3.36,5.39,1243.08,1.05,2.38,168.00
19.01.2009 05:00:00,979.36,0.86,275.66,-1.91,81.60,6.50,5.31,1.20,3.38,5.42,1242.50,1.54,3.25,161.40
19.01.2009 05:10:00,979.21,0.87,275.68,-1.94,81.40,6.51,5.30,1.21,3.37,5.41,1242.27,1.05,1.50,143.60
19.01.2009 05:20:00,979.05,0.85,275.67,-1.90,81.80,6.50,5.31,1.18,3.38,5.43,1242.17,1.14,1.88,201.00
19.01.2009 05:30:00,979.06,1.30,276.13,-1.67,80.50,6.71,5.40,1.31,3.44,5.52,1240.07,2.00,2.50,216.20
19.01.2009 05:40:00,979.16,1.66,276.48,-1.56,79.10,6.89,5.45,1.44,3.47,5.56,1238.58,2.42,3.63,207.50
19.01.2009 05:50:00,979.05,1.67,276.50,-1.60,78.80,6.89,5.43,1.46,3.46,5.55,1238.40,2.25,2.88,208.00
19.01.2009 06:00:00,979.09,1.52,276.34,-1.70,79.10,6.82,5.39,1.42,3.43,5.51,1239.16,2.42,3.25,205.80
19.01.2009 06:10:00,979.11,1.50,276.32,-1.73,79.00,6.81,5.38,1.43,3.42,5.49,1239.27,2.25,3.25,196.10
19.01.2009 06:20:00,979.05,1.42,276.25,-1.84,78.80,6.77,5.34,1.44,3.40,5.45,1239.55,2.71,3.75,207.30
19.01.2009 06:30:00,978.97,1.42,276.25,-2.07,77.50,6.77,5.25,1.52,3.34,5.36,1239.51,3.47,4.50,207.40
19.01.2009 06:40:00,978.84,1.33,276.17,-2.31,76.60,6.73,5.15,1.57,3.28,5.26,1239.80,3.18,4.75,212.30
19.01.2009 06:50:00,978.70,1.27,276.12,-2.53,75.70,6.70,5.07,1.63,3.23,5.18,1239.94,2.91,5.38,201.40
19.01.2009 07:00:00,978.38,1.22,276.10,-2.63,75.40,6.67,5.03,1.64,3.21,5.14,1239.76,2.23,3.63,197.30
19.01.2009 07:10:00,978.23,1.27,276.16,-2.72,74.60,6.70,5.00,1.70,3.18,5.11,1239.37,1.43,2.38,175.20
19.01.2009 07:20:00,978.12,1.13,276.04,-2.82,74.80,6.63,4.96,1.67,3.16,5.07,1239.86,2.25,3.75,188.80
19.01.2009 07:30:00,977.93,1.14,276.06,-2.90,74.30,6.63,4.93,1.70,3.14,5.04,1239.61,2.88,4.88,205.50
19.01.2009 07:40:00,977.82,1.03,275.96,-2.95,74.60,6.58,4.91,1.67,3.13,5.02,1239.97,2.29,3.25,201.20
19.01.2009 07:50:00,977.75,0.82,275.75,-3.05,75.20,6.48,4.88,1.61,3.11,4.99,1240.84,1.87,2.50,203.60
19.01.2009 08:00:00,977.73,0.84,275.77,-3.04,75.10,6.49,4.88,1.62,3.11,4.99,1240.71,2.02,2.88,205.90
19.01.2009 08:10:00,977.70,0.79,275.72,-3.06,75.30,6.47,4.87,1.60,3.10,4.98,1240.94,1.13,1.63,158.70
19.01.2009 08:20:00,977.58,0.41,275.35,-3.08,77.30,6.29,4.86,1.43,3.10,4.98,1242.51,1.73,2.88,178.10
19.01.2009 08:30:00,977.48,0.24,275.19,-3.09,78.20,6.22,4.86,1.35,3.10,4.97,1243.14,2.74,4.13,190.60
19.01.2009 08:40:00,977.26,0.14,275.11,-3.03,79.10,6.17,4.88,1.29,3.11,5.00,1243.30,2.92,3.75,195.80
19.01.2009 08:50:00,977.10,0.58,275.56,-2.78,78.10,6.37,4.97,1.39,3.17,5.09,1241.08,2.60,3.38,192.40
19.01.2009 09:00:00,976.93,0.91,275.90,-2.63,77.10,6.52,5.03,1.49,3.21,5.15,1239.35,2.27,3.38,178.40
19.01.2009 09:10:00,976.66,0.74,275.76,-2.69,77.70,6.45,5.01,1.44,3.20,5.13,1239.76,1.95,3.00,192.10
